char_count,word_count,avg_word_len,uppercase_ratio,exclamation_count,question_count,caps_word_count
132,17,7.764705882352941,0.05303030303030303,0,0,1
131,25,5.24,0.015267175572519083,0,0,0
200,39,5.128205128205129,0.055,0,1,0
536,95,5.6421052631578945,0.022388059701492536,2,0,0
201,39,5.153846153846154,0.07462686567164178,0,0,2
946,164,5.7682926829268295,0.023255813953488372,1,3,0
123,24,5.125,0.056910569105691054,0,0,1
69,8,8.625,0.17391304347826086,0,1,1
114,12,9.5,0.09649122807017543,1,0,1
1471,265,5.550943396226415,0.02379333786539769,3,0,4
328,58,5.655172413793103,0.018292682926829267,0,0,1
94,17,5.529411764705882,0.031914893617021274,0,0,0
402,81,4.962962962962963,0.0,0,0,0
96,16,6.0,0.010416666666666666,0,0,0
90,11,8.181818181818182,0.1,0,0,0
19,2,9.5,0.10526315789473684,0,0,0
150,30,5.0,0.04,0,0,0
377,66,5.712121212121212,0.013262599469496022,0,0,0
929,172,5.401162790697675,0.021528525296017224,0,0,0
180,35,5.142857142857143,0.011111111111111112,0,1,0
98,18,5.444444444444445,0.02040816326530612,0,0,0
756,138,5.478260869565218,0.026455026455026454,1,1,0
46,12,3.8333333333333335,0.021739130434782608,0,0,0
70,10,7.0,0.45714285714285713,0,0,5
350,57,6.140350877192983,0.037142857142857144,0,0,0
51,13,3.923076923076923,0.7450980392156863,0,0,12
69,14,4.928571428571429,0.043478260869565216,0,0,0
99,20,4.95,0.020202020202020204,0,0,0
130,21,6.190476190476191,0.007692307692307693,0,0,0
27,6,4.5,0.1111111111111111,0,0,0
76,8,9.5,0.039473684210526314,0,0,0
179,31,5.774193548387097,0.01675977653631285,0,0,0
105,16,6.5625,0.05714285714285714,0,0,0
60,11,5.454545454545454,0.8,0,0,11
199,33,6.03030303030303,0.020100502512562814,0,0,0
166,20,8.3,0.0,0,0,0
315,55,5.7272727272727275,0.015873015873015872,0,1,0
163,30,5.433333333333334,0.024539877300613498,1,0,0
23,5,4.6,0.043478260869565216,0,0,0
23,5,4.6,0.08695652173913043,0,0,0
585,102,5.735294117647059,0.042735042735042736,0,1,4
133,22,6.045454545454546,0.03007518796992481,0,2,0
49,11,4.454545454545454,0.08163265306122448,0,0,0
1439,261,5.513409961685824,0.02571230020847811,0,0,8
455,79,5.7594936708860756,0.02197802197802198,0,1,1
824,137,6.014598540145985,0.03398058252427184,0,3,3
150,29,5.172413793103448,0.02666666666666667,0,0,1
100,22,4.545454545454546,0.01,0,0,0
46,9,5.111111111111111,0.021739130434782608,0,0,0
44,7,6.285714285714286,0.0,0,0,0
35,8,4.375,0.05714285714285714,0,0,0
88,21,4.190476190476191,0.011363636363636364,0,0,0
168,32,5.25,0.02976190476190476,0,0,0
861,140,6.15,0.030197444831591175,0,3,1
596,110,5.418181818181818,0.028523489932885907,0,0,1
11,3,3.6666666666666665,0.0,0,0,0
72,13,5.538461538461538,0.05555555555555555,1,1,0
184,36,5.111111111111111,0.03260869565217391,0,0,1
39,7,5.571428571428571,0.02564102564102564,0,0,0
139,22,6.318181818181818,0.050359712230215826,0,0,0
32,5,6.4,0.0625,0,0,0
96,18,5.333333333333333,0.010416666666666666,0,0,0
21,4,5.25,0.09523809523809523,0,0,0
1151,197,5.842639593908629,0.029539530842745437,1,1,3
40,4,10.0,0.05,0,0,0
307,47,6.531914893617022,0.035830618892508145,0,0,1
276,48,5.75,0.028985507246376812,0,0,0
42,4,10.5,0.19047619047619047,0,0,0
76,15,5.066666666666666,0.02631578947368421,0,0,0
239,39,6.128205128205129,0.03347280334728033,0,0,0
28,5,5.6,0.0,0,0,0
2694,474,5.6835443037974684,0.01855976243504083,0,0,0
394,71,5.549295774647887,0.025380710659898477,0,0,0
528,86,6.1395348837209305,0.020833333333333332,0,1,1
43,8,5.375,0.813953488372093,1,0,7
60,12,5.0,0.6666666666666666,0,0,11
168,31,5.419354838709677,0.02976190476190476,0,0,1
78,12,6.5,0.038461538461538464,0,0,0
623,113,5.513274336283186,0.06581059390048154,4,4,3
1000,196,5.1020408163265305,0.031,6,3,0
46,10,4.6,0.043478260869565216,3,0,0
898,138,6.507246376811594,0.0334075723830735,0,0,3
917,155,5.916129032258064,0.029443838604143947,0,1,0
1251,195,6.415384615384616,0.03916866506794564,4,2,3
247,42,5.880952380952381,0.024291497975708502,0,0,0
306,51,6.0,0.08823529411764706,0,0,4
160,25,6.4,0.01875,1,0,0
99,19,5.2105263157894735,0.04040404040404041,0,1,0
139,29,4.793103448275862,0.050359712230215826,0,1,1
5000,834,5.995203836930456,0.8334,0,0,834
71,16,4.4375,0.11267605633802817,0,0,2
409,65,6.292307692307692,0.022004889975550123,0,1,0
107,22,4.863636363636363,0.06542056074766354,0,0,2
37,6,6.166666666666667,0.05405405405405406,0,0,0
427,80,5.3375,0.03747072599531616,0,0,1
992,135,7.348148148148148,0.011088709677419355,0,0,0
72,13,5.538461538461538,0.06944444444444445,0,0,0
181,37,4.891891891891892,0.06629834254143646,0,0,0
727,117,6.213675213675214,0.005502063273727648,0,0,0
210,35,6.0,0.05238095238095238,0,0,1
54,6,9.0,0.07407407407407407,0,0,0
434,80,5.425,0.018433179723502304,0,0,0
286,55,5.2,0.06643356643356643,0,0,2
70,16,4.375,0.0,0,0,0
332,59,5.627118644067797,0.030120481927710843,0,2,1
168,27,6.222222222222222,0.02976190476190476,0,2,0
175,30,5.833333333333333,0.005714285714285714,0,0,0
50,11,4.545454545454546,0.16,0,0,2
158,23,6.869565217391305,0.012658227848101266,0,0,1
180,30,6.0,0.016666666666666666,0,0,0
29,3,9.666666666666666,0.06896551724137931,0,0,0
24,4,6.0,0.08333333333333333,0,0,0
572,100,5.72,0.01048951048951049,0,0,0
37,7,5.285714285714286,0.05405405405405406,0,0,0
418,79,5.291139240506329,0.007177033492822967,0,0,0
362,63,5.746031746031746,0.03038674033149171,0,0,1
58,11,5.2727272727272725,0.017241379310344827,1,0,0
99,19,5.2105263157894735,0.020202020202020204,0,2,0
414,75,5.52,0.024154589371980676,0,0,0
123,16,7.6875,0.056910569105691054,0,0,0
161,28,5.75,0.018633540372670808,0,0,1
931,168,5.541666666666667,0.027926960257787327,1,0,0
325,57,5.701754385964913,0.015384615384615385,0,0,0
478,77,6.207792207792208,0.09414225941422594,0,0,3
75,16,4.6875,0.013333333333333334,0,0,0
43,7,6.142857142857143,0.06976744186046512,0,0,0
33,7,4.714285714285714,0.030303030303030304,0,0,0
50,8,6.25,0.1,0,0,2
56,10,5.6,0.05357142857142857,0,0,0
36,6,6.0,0.027777777777777776,0,0,0
22,5,4.4,0.0,1,0,0
44,9,4.888888888888889,0.0,0,0,0
165,32,5.15625,0.006060606060606061,0,0,0
98,17,5.764705882352941,0.04081632653061224,0,0,1
19,3,6.333333333333333,0.10526315789473684,1,0,0
98,24,4.083333333333333,0.7448979591836735,0,0,19
457,23,19.869565217391305,0.09409190371991247,0,0,0
147,23,6.391304347826087,0.013605442176870748,0,0,0
300,50,6.0,0.03666666666666667,1,0,1
59,14,4.214285714285714,0.0,0,0,0
271,42,6.4523809523809526,0.8191881918819188,6,0,42
29,4,7.25,0.1724137931034483,0,0,0
244,45,5.4222222222222225,0.040983606557377046,0,0,1
148,20,7.4,0.05405405405405406,0,0,1
437,76,5.75,0.08466819221967964,0,0,6
62,10,6.2,0.016129032258064516,0,1,0
657,125,5.256,0.015220700152207,0,1,1
2247,400,5.6175,0.023141967067200713,0,2,0
115,17,6.764705882352941,0.043478260869565216,0,0,0
339,67,5.059701492537314,0.02359882005899705,1,0,0
96,14,6.857142857142857,0.041666666666666664,3,0,0
131,25,5.24,0.030534351145038167,0,1,1
193,30,6.433333333333334,0.025906735751295335,1,0,0
78,14,5.571428571428571,0.01282051282051282,0,0,0
129,24,5.375,0.015503875968992248,0,0,0
193,34,5.676470588235294,0.04145077720207254,0,0,1
66,10,6.6,0.030303030303030304,0,0,0
56,10,5.6,0.08928571428571429,0,1,1
82,16,5.125,0.012195121951219513,0,0,0
52,10,5.2,0.019230769230769232,1,0,0
55,9,6.111111111111111,0.05454545454545454,0,0,0
63,9,7.0,0.015873015873015872,0,0,0
200,34,5.882352941176471,0.015,0,1,0
101,18,5.611111111111111,0.07920792079207921,0,0,1
203,39,5.205128205128205,0.03940886699507389,8,0,0
341,61,5.590163934426229,0.07038123167155426,5,0,2
27,5,5.4,0.037037037037037035,0,0,0
314,59,5.322033898305085,0.050955414012738856,0,1,0
54,11,4.909090909090909,0.07407407407407407,0,0,0
163,33,4.9393939393939394,0.024539877300613498,0,0,1
400,71,5.633802816901408,0.025,1,0,0
353,64,5.515625,0.019830028328611898,0,0,0
240,43,5.5813953488372094,0.029166666666666667,0,2,0
72,15,4.8,0.027777777777777776,0,0,1
59,11,5.363636363636363,0.01694915254237288,0,7,0
212,40,5.3,0.02358490566037736,0,0,0
178,14,12.714285714285714,0.17415730337078653,2,0,5
42,7,6.0,0.023809523809523808,0,0,0
48,6,8.0,0.020833333333333332,0,1,0
103,18,5.722222222222222,0.019417475728155338,0,0,0
178,33,5.393939393939394,0.03932584269662921,0,0,0
45,7,6.428571428571429,0.022222222222222223,0,0,0
343,59,5.813559322033898,0.014577259475218658,0,0,0
422,85,4.964705882352941,0.009478672985781991,0,0,0
173,33,5.242424242424242,0.7572254335260116,7,0,31
40,6,6.666666666666667,0.15,0,0,1
407,72,5.652777777777778,0.02702702702702703,0,1,0
652,128,5.09375,0.012269938650306749,0,0,0
22,4,5.5,0.18181818181818182,0,0,0
738,128,5.765625,0.014905149051490514,1,2,0
232,37,6.27027027027027,0.008620689655172414,0,0,0
216,32,6.75,0.07407407407407407,0,0,2
801,137,5.846715328467154,0.019975031210986267,0,0,0
108,24,4.5,0.009259259259259259,0,0,0
284,50,5.68,0.04225352112676056,0,0,2
76,13,5.846153846153846,0.0,1,0,0
70,10,7.0,0.02857142857142857,0,0,0
799,75,10.653333333333334,0.03128911138923655,25,0,0
89,10,8.9,0.10112359550561797,0,0,1
92,17,5.411764705882353,0.7934782608695652,1,0,17
321,49,6.551020408163265,0.03426791277258567,1,0,1
261,46,5.673913043478261,0.05363984674329502,1,0,3
226,44,5.136363636363637,0.035398230088495575,0,0,0
62,6,10.333333333333334,0.46774193548387094,6,0,4
92,15,6.133333333333334,0.03260869565217391,2,0,0
111,20,5.55,0.036036036036036036,0,0,0
980,183,5.355191256830601,0.025510204081632654,0,0,2
140,23,6.086956521739131,0.02857142857142857,0,0,0
91,19,4.7894736842105265,0.02197802197802198,0,0,0
273,51,5.352941176470588,0.0,0,0,0
71,12,5.916666666666667,0.14084507042253522,0,0,2
72,14,5.142857142857143,0.013888888888888888,0,0,0
156,32,4.875,0.019230769230769232,0,0,0
71,7,10.142857142857142,0.08450704225352113,1,0,0
178,36,4.944444444444445,0.016853932584269662,0,1,0
424,78,5.435897435897436,0.018867924528301886,0,0,1
118,20,5.9,0.0,0,0,0
134,25,5.36,0.04477611940298507,0,0,0
35,9,3.888888888888889,0.02857142857142857,0,0,0
804,143,5.6223776223776225,0.046019900497512436,0,0,3
148,32,4.625,0.04054054054054054,0,0,1
186,31,6.0,0.016129032258064516,0,1,0
102,16,6.375,0.0196078431372549,0,0,0
678,96,7.0625,0.017699115044247787,0,0,2
267,34,7.852941176470588,0.0149812734082397,0,0,0
96,19,5.052631578947368,0.041666666666666664,0,0,0
49,8,6.125,0.02040816326530612,0,0,0
22,5,4.4,0.8181818181818182,0,0,5
61,11,5.545454545454546,0.01639344262295082,0,0,0
149,24,6.208333333333333,0.040268456375838924,0,0,0
257,51,5.03921568627451,0.05058365758754864,1,1,2
14,3,4.666666666666667,0.07142857142857142,1,0,0
1310,235,5.574468085106383,0.031297709923664124,1,0,3
162,29,5.586206896551724,0.018518518518518517,0,1,0
309,62,4.983870967741935,0.022653721682847898,0,1,0
56,12,4.666666666666667,0.03571428571428571,0,1,0
75,17,4.411764705882353,0.02666666666666667,3,0,0
112,18,6.222222222222222,0.0625,0,0,0
166,32,5.1875,0.0,0,0,0
697,123,5.666666666666667,0.00860832137733142,2,0,0
153,26,5.884615384615385,0.013071895424836602,0,0,0
644,109,5.908256880733945,0.05745341614906832,0,4,6
245,48,5.104166666666667,0.02040816326530612,1,0,1
188,33,5.696969696969697,0.03723404255319149,0,1,0
159,29,5.482758620689655,0.031446540880503145,0,1,0
224,39,5.743589743589744,0.026785714285714284,2,0,0
361,61,5.918032786885246,0.013850415512465374,0,0,0
211,41,5.146341463414634,0.052132701421800945,0,0,1
297,54,5.5,0.03367003367003367,0,0,0
582,115,5.060869565217391,0.03608247422680412,0,0,1
806,125,6.448,0.008684863523573201,0,0,1
153,33,4.636363636363637,0.006535947712418301,0,0,0
84,14,6.0,0.15476190476190477,0,0,2
131,23,5.695652173913044,0.022900763358778626,0,0,0
143,28,5.107142857142857,0.0,0,0,0
101,20,5.05,0.0297029702970297,0,0,1
459,77,5.961038961038961,0.05228758169934641,0,0,2
180,34,5.294117647058823,0.027777777777777776,0,0,0
483,100,4.83,0.020703933747412008,0,1,1
39,9,4.333333333333333,0.0,0,0,0
1593,250,6.372,0.009416195856873822,0,0,1
42,7,6.0,0.047619047619047616,1,0,0
74,12,6.166666666666667,0.04054054054054054,0,1,0
163,30,5.433333333333334,0.024539877300613498,0,1,0
123,22,5.590909090909091,0.032520325203252036,0,0,0
33,5,6.6,0.09090909090909091,0,0,0
43,6,7.166666666666667,0.06976744186046512,0,0,0
97,17,5.705882352941177,0.07216494845360824,0,0,0
288,51,5.647058823529412,0.034722222222222224,2,0,0
88,14,6.285714285714286,0.022727272727272728,0,0,0
381,68,5.602941176470588,0.031496062992125984,0,1,0
144,27,5.333333333333333,0.006944444444444444,0,1,0
158,31,5.096774193548387,0.0379746835443038,0,0,0
47,6,7.833333333333333,0.0,0,0,0
92,19,4.842105263157895,0.03260869565217391,0,0,0
118,22,5.363636363636363,0.00847457627118644,0,0,0
83,16,5.1875,0.7710843373493976,0,1,14
44,10,4.4,0.06818181818181818,0,0,0
359,58,6.189655172413793,0.03064066852367688,0,0,3
124,23,5.391304347826087,0.024193548387096774,0,0,0
106,17,6.235294117647059,0.02830188679245283,0,0,0
179,14,12.785714285714286,0.18994413407821228,2,0,5
84,9,9.333333333333334,0.11904761904761904,0,0,1
1031,176,5.857954545454546,0.008729388942774006,0,0,0
37,6,6.166666666666667,0.08108108108108109,0,0,0
397,73,5.438356164383562,0.017632241813602016,0,0,0
307,50,6.14,0.11726384364820847,1,0,3
796,114,6.982456140350878,0.04271356783919598,1,0,0
37,6,6.166666666666667,0.8378378378378378,0,0,6
305,54,5.648148148148148,0.029508196721311476,1,0,1
77,13,5.923076923076923,0.03896103896103896,0,0,0
123,23,5.3478260869565215,0.032520325203252036,0,0,0
31,6,5.166666666666667,0.0967741935483871,0,0,0
265,41,6.463414634146342,0.03018867924528302,0,0,1
48,10,4.8,0.125,0,0,1
137,25,5.48,0.021897810218978103,0,0,1
20,4,5.0,0.05,0,0,0
965,169,5.710059171597633,0.05699481865284974,0,0,7
399,73,5.465753424657534,0.012531328320802004,0,1,0
311,46,6.760869565217392,0.00964630225080386,0,0,0
50,9,5.555555555555555,0.06,0,0,0
329,58,5.672413793103448,0.030395136778115502,0,0,1
38,4,9.5,0.2631578947368421,0,0,1
36,7,5.142857142857143,0.16666666666666666,0,0,1
128,26,4.923076923076923,0.078125,0,0,2
67,13,5.153846153846154,0.014925373134328358,0,1,0
470,84,5.595238095238095,0.027659574468085105,0,0,1
110,16,6.875,0.08181818181818182,0,0,0
143,26,5.5,0.48951048951048953,2,0,10
59,11,5.363636363636363,0.05084745762711865,0,0,0
123,20,6.15,0.056910569105691054,0,0,0
651,117,5.564102564102564,0.030721966205837174,0,2,3
98,17,5.764705882352941,0.05102040816326531,0,0,0
351,57,6.157894736842105,0.014245014245014245,1,0,0
207,46,4.5,0.0,0,0,0
66,6,11.0,0.045454545454545456,1,0,0
94,18,5.222222222222222,0.0,0,0,0
193,31,6.225806451612903,0.02072538860103627,0,0,0
61,11,5.545454545454546,0.01639344262295082,1,0,0
484,92,5.260869565217392,0.03305785123966942,0,2,3
771,124,6.217741935483871,0.042801556420233464,0,1,2
287,53,5.415094339622642,0.7665505226480837,0,0,47
47,8,5.875,0.0,0,0,0
996,173,5.757225433526012,0.029116465863453816,0,7,4
23,5,4.6,0.043478260869565216,0,0,0
98,20,4.9,0.0,0,0,0
345,61,5.655737704918033,0.03768115942028986,0,0,2
162,28,5.785714285714286,0.037037037037037035,0,0,1
182,32,5.6875,0.027472527472527472,0,0,0
319,60,5.316666666666666,0.034482758620689655,0,2,1
266,43,6.186046511627907,0.0,0,0,0
323,46,7.021739130434782,0.07739938080495357,0,0,0
109,18,6.055555555555555,0.05504587155963303,0,0,0
